Train Loss,Train IoU,Validation Loss,Validation IoU
0.31118962,0.19150272,0.32342815,0.3285268
0.29089758,0.35306242,0.31892967,0.44356033
0.2811129,0.39279208,0.31732348,0.43528607
0.2753169,0.3848979,0.31609336,0.43853775
0.2741617,0.38274646,0.31762666,0.4193085
0.27658674,0.3713472,0.31398755,0.43729645
0.26453716,0.40825123,0.31291676,0.4734669
0.26378667,0.40433463,0.31351587,0.40466583
0.26430136,0.3993541,0.3129495,0.4537946
0.2655096,0.3945277,0.3132725,0.46309188
