Train Loss,Train IoU,Validation Loss,Validation IoU
0.30248109,0.25334656,0.32166788,0.39984477
0.28057098,0.37643725,0.3223395,0.3874206
0.2752265,0.36835977,0.31973484,0.4379052
0.27108786,0.3743109,0.31954235,0.4092791
0.2663562,0.37516868,0.31872073,0.42162132
0.2639389,0.38408023,0.31603688,0.43271926
0.26351658,0.38649803,0.31651744,0.44085845
0.2634851,0.3998869,0.31875023,0.45431438
0.25701195,0.4048345,0.3151848,0.4788761
0.2584283,0.3957546,0.31512663,0.4808167
