Train Loss,Train IoU,Validation Loss,Validation IoU
0.31670773,0.12456792,0.3264073,0.29738203
0.29569286,0.34373564,0.3214631,0.432887
0.2884832,0.3616332,0.3203649,0.40335393
0.2822128,0.36623466,0.31977805,0.4148707
0.27838033,0.3856954,0.319187,0.41109654
0.2766457,0.37661237,0.32009465,0.36744684
0.2767489,0.3719369,0.3179571,0.4254424
0.27402928,0.3780903,0.31913912,0.3474645
0.27416044,0.3773132,0.31682658,0.4017736
0.2709555,0.3711683,0.31466964,0.38094068
